2 Letter Mnemonics,CR,Chess
2 Letter Mnemonics,CS,Cat
2 Letter Mnemonics,CT,Cubone
2 Letter Mnemonics,CU,Cave man
2 Letter Mnemonics,CV,cow
2 Letter Mnemonics,CW,chex
2 Letter Mnemonics,CX,coyote
2 Letter Mnemonics,CY,Crazy toon
2 Letter Mnemonics,CZ,Crazy toon  // Reused due to lack of unique mnemonic
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,DA,Dasilva
2 Letter Mnemonics,DB,Dobby
2 Letter Mnemonics,DC,dice
2 Letter Mnemonics,DD,Dudley
2 Letter Mnemonics,DE,Defeo
2 Letter Mnemonics,DF,Daffy
2 Letter Mnemonics,DG,Dragonite
2 Letter Mnemonics,DH,Darth
2 Letter Mnemonics,DI,Diana
2 Letter Mnemonics,DJ,dodgeball
2 Letter Mnemonics,DK,Drakedrill
2 Letter Mnemonics,DL,Dominque
2 Letter Mnemonics,DM,Dan
2 Letter Mnemonics,DN,Doduo
2 Letter Mnemonics,DO,diaper
2 Letter Mnemonics,DP,Duke
2 Letter Mnemonics,DQ,Deer
2 Letter Mnemonics,DR,dress
2 Letter Mnemonics,DS,dart
2 Letter Mnemonics,DT,dueling pistols
2 Letter Mnemonics,DU,DaveDewgong
2 Letter Mnemonics,DV,Dexter
2 Letter Mnemonics,DW,dynamite
2 Letter Mnemonics,DX,Drowzee
2 Letter Mnemonics,DY,Drowzee  // Reused for lack of unique mnemonic
2 Letter Mnemonics,DZ,Drowzee  // Reused again
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,EA,eagle
2 Letter Mnemonics,EB,Ebeneser
2 Letter Mnemonics,EC,Eclair
2 Letter Mnemonics,ED,Ed
2 Letter Mnemonics,EE,EEG (electroencephalography)
2 Letter Mnemonics,EF,Elfman
2 Letter Mnemonics,EG,eggs
2 Letter Mnemonics,EH,ECHELON
2 Letter Mnemonics,EI,Eisenhower
2 Letter Mnemonics,EJ,Edge (WWE)
2 Letter Mnemonics,EK,Elk
2 Letter Mnemonics,EL,Elory
2 Letter Mnemonics,EM,Eminem
2 Letter Mnemonics,EN,Entai
2 Letter Mnemonics,EO,Eowyn
2 Letter Mnemonics,EP,Empanada
2 Letter Mnemonics,EQ,Equestrian
2 Letter Mnemonics,ER,Eric
2 Letter Mnemonics,ES,Eskimo
2 Letter Mnemonics,ET,Ent
2 Letter Mnemonics,EU,EU (European Union)
2 Letter Mnemonics,EV,Evan
2 Letter Mnemonics,EW,ewe
2 Letter Mnemonics,EX,Exeggutor
2 Letter Mnemonics,EY,eye
2 Letter Mnemonics,EZ,Erza
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,FA,Fasolo
2 Letter Mnemonics,FB,Faber College
2 Letter Mnemonics,FC,Fleece
2 Letter Mnemonics,FD,Fred
2 Letter Mnemonics,FE,Fee (Fiona)
2 Letter Mnemonics,FF,Fluffy
2 Letter Mnemonics,FG,Frog
2 Letter Mnemonics,FH,Flash
2 Letter Mnemonics,FI,Firefighter
2 Letter Mnemonics,FJ,Fudge
2 Letter Mnemonics,FK,Frankenstein
2 Letter Mnemonics,FL,Feliks
2 Letter Mnemonics,FM,Farmer
2 Letter Mnemonics,FN,Fan
2 Letter Mnemonics,FO,Frodo
2 Letter Mnemonics,FP,Flipper
2 Letter Mnemonics,FQ,Farquad
2 Letter Mnemonics,FR,Fearow
2 Letter Mnemonics,FS,Frisbee
2 Letter Mnemonics,FT,Fortress
2 Letter Mnemonics,FU,Fusion (Gotenks)
2 Letter Mnemonics,FV,Five (5 hr energy)
2 Letter Mnemonics,FW,Flower
2 Letter Mnemonics,FX,Fox
2 Letter Mnemonics,FY,Faye
2 Letter Mnemonics,FZ,Frieza
2 Letter Mnemonics,GA,Gaga
2 Letter Mnemonics,GB,Gabby
2 Letter Mnemonics,GC,Grace
2 Letter Mnemonics,GD,Gold
2 Letter Mnemonics,GE,Geodude
2 Letter Mnemonics,GF,Goofy
2 Letter Mnemonics,GG,Greg
2 Letter Mnemonics,GH,Grinch
2 Letter Mnemonics,GI,Ms. Guy
2 Letter Mnemonics,GJ,Gauge
2 Letter Mnemonics,GK,Greek
2 Letter Mnemonics,GL,Gollum
2 Letter Mnemonics,GM,Gama
2 Letter Mnemonics,GN,Gandalf
2 Letter Mnemonics,GO,Goku
2 Letter Mnemonics,GP,Grapist
2 Letter Mnemonics,GQ,Guck
2 Letter Mnemonics,GR,Gyarados
2 Letter Mnemonics,GS,Grass
2 Letter Mnemonics,GT,Garter
2 Letter Mnemonics,GU,Goo
2 Letter Mnemonics,GV,Graveler
2 Letter Mnemonics,GW,Growlithe
2 Letter Mnemonics,GX,Gawks (Breaking the Habit)
2 Letter Mnemonics,GY,Grey (Fairy Tail)
2 Letter Mnemonics,GZ,Grizzly Adams
2 Letter Mnemonics,HA,Haku
2 Letter Mnemonics,HB,Hubble Telescope
2 Letter Mnemonics,HC,Hiccam
2 Letter Mnemonics,HD,Hood
2 Letter Mnemonics,HE,Heather
2 Letter Mnemonics,HF,Hufflepuff
2 Letter Mnemonics,HG,Hagrid
2 Letter Mnemonics,HH,Hachi (One Piece)
2 Letter Mnemonics,HI,Hiei
2 Letter Mnemonics,HJ,Hedgehog
2 Letter Mnemonics,HK,Hook
2 Letter Mnemonics,HL,Hilda
2 Letter Mnemonics,HM,Hammer
2 Letter Mnemonics,HN,Horn
2 Letter Mnemonics,HO,Ho-Oh
2 Letter Mnemonics,HP,Happy
2 Letter Mnemonics,HQ,Hockey
2 Letter Mnemonics,HR,Hermione
2 Letter Mnemonics,HS,Hose
2 Letter Mnemonics,HT,Hitler
2 Letter Mnemonics,HU,Huwe (Elise)
2 Letter Mnemonics,HV,Hive
2 Letter Mnemonics,HW,Hawthorn
2 Letter Mnemonics,HX,Hex
2 Letter Mnemonics,HY,Hyena
2 Letter Mnemonics,HZ,Hazelnut
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,IA,Iago
2 Letter Mnemonics,IB,Ibex
2 Letter Mnemonics,IC,Ice
2 Letter Mnemonics,ID,ididdarad
2 Letter Mnemonics,IE,Internet explorer
2 Letter Mnemonics,IF,Eiffel tower
2 Letter Mnemonics,IG,Igloo
2 Letter Mnemonics,IH,Inch worm
2 Letter Mnemonics,II,Aye aye captain
2 Letter Mnemonics,IJ,Ichijou
2 Letter Mnemonics,IK,Ike
2 Letter Mnemonics,IL,Illustrator (tomcats)
2 Letter Mnemonics,IM,Imus
2 Letter Mnemonics,IN,Ino
2 Letter Mnemonics,IO,Iori
2 Letter Mnemonics,IP,Imp
2 Letter Mnemonics,IQ,Albert Einstein (high IQ)
2 Letter Mnemonics,IR,Iroquis
2 Letter Mnemonics,IS,Isildour
2 Letter Mnemonics,IT,Itachi
2 Letter Mnemonics,IU,Inuyasha
2 Letter Mnemonics,IV,Ivy (poison Ivy)
2 Letter Mnemonics,IW,Iwo Jima (the flag scene)
2 Letter Mnemonics,IX,Ixion
2 Letter Mnemonics,IY,iyasu
2 Letter Mnemonics,IZ,izuma
2 Letter Mnemonics,JA,Jason
2 Letter Mnemonics,JB,Jubia
2 Letter Mnemonics,JC,Jeice
2 Letter Mnemonics,JD,jade
2 Letter Mnemonics,JE,Jesus
2 Letter Mnemonics,JF,Jeff
2 Letter Mnemonics,JG,Jigglypuff
2 Letter Mnemonics,JH,josh
2 Letter Mnemonics,JI,Jielde (from Pixar)
2 Letter Mnemonics,JJ,judge
2 Letter Mnemonics,JK,jack
2 Letter Mnemonics,JL,jelly bean
2 Letter Mnemonics,JM,Jimmy
2 Letter Mnemonics,JN,Jen
2 Letter Mnemonics,JO,Joe
2 Letter Mnemonics,JP,Jap (Japanese person)
2 Letter Mnemonics,JQ,Juke box
2 Letter Mnemonics,JR,Jiriha
2 Letter Mnemonics,JS,Jessie
2 Letter Mnemonics,JT,jet
2 Letter Mnemonics,JU,ju-ju’s (gummy bear)
2 Letter Mnemonics,JV,javalin
2 Letter Mnemonics,JW,jaws (a bloody shark)
2 Letter Mnemonics,JX,Jynx
2 Letter Mnemonics,JY,Nurse Joy
2 Letter Mnemonics,JZ,Jazz
2 Letter Mnemonics,KA,Kakashi
2 Letter Mnemonics,KB,Kabuto
2 Letter Mnemonics,KC,Kecleon
2 Letter Mnemonics,KD,Kid (capt.)
2 Letter Mnemonics,KE,Keys
2 Letter Mnemonics,KF,Koffing
2 Letter Mnemonics,KG,Kangaroo
2 Letter Mnemonics,KH,Kreacher
2 Letter Mnemonics,KI,Kai
2 Letter Mnemonics,KJ,Kuja
2 Letter Mnemonics,KK,Pirates
2 Letter Mnemonics,KL,Kirk
2 Letter Mnemonics,KM,Kali
2 Letter Mnemonics,KN,Kim
2 Letter Mnemonics,KO,Kenny
2 Letter Mnemonics,KP,Koala
2 Letter Mnemonics,KQ,Kelp
2 Letter Mnemonics,KR,Kosqiusco
2 Letter Mnemonics,KS,Kuro
2 Letter Mnemonics,KT,Kris
2 Letter Mnemonics,KU,Kit-kat
2 Letter Mnemonics,KV,Ku Klux clan
2 Letter Mnemonics,KW,Kevin
2 Letter Mnemonics,KX,Kewpie Doll
2 Letter Mnemonics,KY,Kix (cereal)
2 Letter Mnemonics,KZ,Kayla
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,LA,Lama
2 Letter Mnemonics,LB,Lobster
2 Letter Mnemonics,LC,Lance
2 Letter Mnemonics,LD,Lead
2 Letter Mnemonics,LE,Lee
2 Letter Mnemonics,LF,Luffy
2 Letter Mnemonics,LG,Lugia
2 Letter Mnemonics,LH,Leach
2 Letter Mnemonics,LI,Lion
2 Letter Mnemonics,LJ,Luge
2 Letter Mnemonics,LK,Lickitung
2 Letter Mnemonics,LL,lollipop
2 Letter Mnemonics,LM,lemon
2 Letter Mnemonics,LN,loon
2 Letter Mnemonics,LO,Lohan
2 Letter Mnemonics,LP,Lapras
2 Letter Mnemonics,LQ,Luc
2 Letter Mnemonics,LR,Lure
2 Letter Mnemonics,LS,Lisara
2 Letter Mnemonics,LT,Latias
2 Letter Mnemonics,LU,Lucy
2 Letter Mnemonics,LV,Love
2 Letter Mnemonics,LW,Trafalgar Law
2 Letter Mnemonics,LX,Lexie
2 Letter Mnemonics,LY,lyre
2 Letter Mnemonics,LZ,Liz (neighbor)
2 Letter Mnemonics,MA,Machop
2 Letter Mnemonics,MB,mobster
2 Letter Mnemonics,MC,mace
2 Letter Mnemonics,MD,Mad Eye Moody
2 Letter Mnemonics,ME,Meowth
2 Letter Mnemonics,MF,Muffin
2 Letter Mnemonics,MG,Magneton
2 Letter Mnemonics,MH,Michelle
2 Letter Mnemonics,MI,Milo
2 Letter Mnemonics,MJ,Dark Magician
2 Letter Mnemonics,MK,Mike
2 Letter Mnemonics,ML,Mr. Mull
2 Letter Mnemonics,MM,Mime
2 Letter Mnemonics,MN,Miner
2 Letter Mnemonics,MO,Mohammed Ali
2 Letter Mnemonics,MP,Maple syrup
2 Letter Mnemonics,MQ,mosquito
2 Letter Mnemonics,MR,Mirror
2 Letter Mnemonics,MS,Moose
2 Letter Mnemonics,MT,Matthias
2 Letter Mnemonics,MU,Mulan
2 Letter Mnemonics,MV,Mavis
2 Letter Mnemonics,MW,Mew
2 Letter Mnemonics,MX,Max
2 Letter Mnemonics,MY,May
2 Letter Mnemonics,MZ,Mazur
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,NA,napalm
2 Letter Mnemonics,NB,Nobelesse
2 Letter Mnemonics,NC,Nico
2 Letter Mnemonics,ND,Needle
2 Letter Mnemonics,NE,Neji
2 Letter Mnemonics,NF,Nerf
2 Letter Mnemonics,NG,Nog (eggnog)
2 Letter Mnemonics,NH,Nacho
2 Letter Mnemonics,NI,Nidoqueen
2 Letter Mnemonics,NJ,NinjaNick
2 Letter Mnemonics,NK,Nail gun
2 Letter Mnemonics,NL,Nami
2 Letter Mnemonics,NM,nun
2 Letter Mnemonics,NN,Noah
2 Letter Mnemonics,NO,Nappa
2 Letter Mnemonics,NP,Nuker
2 Letter Mnemonics,NQ,Naruto
2 Letter Mnemonics,NR,Noose
2 Letter Mnemonics,NS,Nate
2 Letter Mnemonics,NT,nucleus
2 Letter Mnemonics,NU,navy
2 Letter Mnemonics,NV,New Balance
2 Letter Mnemonics,NW,Nixon
2 Letter Mnemonics,NX,nyan cat
2 Letter Mnemonics,NY,Nazgul
2 Letter Mnemonics,OZ,Oasis
2 Letter Mnemonics,OA,Obelisk
2 Letter Mnemonics,OB,Orc
2 Letter Mnemonics,OC,Oddish
2 Letter Mnemonics,OD,Oey (Maria)
2 Letter Mnemonics,OE,Officer
2 Letter Mnemonics,OF,Oga
2 Letter Mnemonics,OG,Othello
2 Letter Mnemonics,OH,Oil
2 Letter Mnemonics,OI,OJ
2 Letter Mnemonics,OJ,Professor Oak
2 Letter Mnemonics,OK,Olivia
2 Letter Mnemonics,OL,Omastar
2 Letter Mnemonics,OM,Onix
2 Letter Mnemonics,ON,Oolong
2 Letter Mnemonics,OO,Opus
2 Letter Mnemonics,OP,Officer Qualities
2 Letter Mnemonics,OQ,Oreo
2 Letter Mnemonics,OR,ostrich
2 Letter Mnemonics,OS,otter
2 Letter Mnemonics,OT,OU (Koutetsu no Ou)
2 Letter Mnemonics,OU,Oven
2 Letter Mnemonics,OV,owl
2 Letter Mnemonics,OW,Ox
2 Letter Mnemonics,OX,Oyster
2 Letter Mnemonics,OY,OZ (Wizard of)
2 Letter Mnemonics,PA,Pagoda
2 Letter Mnemonics,PB,Pablo
2 Letter Mnemonics,PC,Piccolo
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,PA,Pagoda
2 Letter Mnemonics,PB,Pablo
2 Letter Mnemonics,PC,Piccolo
2 Letter Mnemonics,PD,Pod (DBZ)
2 Letter Mnemonics,PE,Prefontaine
2 Letter Mnemonics,PF,Puff
2 Letter Mnemonics,PG,Pegasus
2 Letter Mnemonics,PH,Peach
2 Letter Mnemonics,PI,Pie
2 Letter Mnemonics,PJ,Paige
2 Letter Mnemonics,PK,Pikachu
2 Letter Mnemonics,PL,Polywhirl
2 Letter Mnemonics,PM,pompador
2 Letter Mnemonics,PN,Pine cone
2 Letter Mnemonics,PO,Mr. Popo
2 Letter Mnemonics,PP,Popeye
2 Letter Mnemonics,PQ,Plaque
2 Letter Mnemonics,PR,Porygon
2 Letter Mnemonics,PS,Poseidon
2 Letter Mnemonics,PT,Patrick
2 Letter Mnemonics,PU,Plu
2 Letter Mnemonics,PV,Pavement
2 Letter Mnemonics,PW,Power rangers
2 Letter Mnemonics,PX,Pixie
2 Letter Mnemonics,PY,psyduck
2 Letter Mnemonics,PZ,PEZ
2 Letter Mnemonics,QA,quadrant (navigation tool)
2 Letter Mnemonics,QB,Quibbler
2 Letter Mnemonics,QC,quaich
2 Letter Mnemonics,QD,quad
2 Letter Mnemonics,QE,queue (red dispenser thing)
2 Letter Mnemonics,QF,quaffle
2 Letter Mnemonics,QG,Quagsire
2 Letter Mnemonics,QH,Quench (drink powder)
2 Letter Mnemonics,QI,Quixote
2 Letter Mnemonics,QJ,QJ (my megaminx)
2 Letter Mnemonics,QK,Quaker
2 Letter Mnemonics,QL,Quail
2 Letter Mnemonics,QM,qualm (heavy smoke in German)
2 Letter Mnemonics,QN,Queen
2 Letter Mnemonics,QO,Quoit (disc game)
2 Letter Mnemonics,QP,Qwop
2 Letter Mnemonics,QQ,qqref
2 Letter Mnemonics,QR,Quirrell
2 Letter Mnemonics,QS,Quasimodo
2 Letter Mnemonics,QT,Quilt
2 Letter Mnemonics,QU,Q (from 007)
2 Letter Mnemonics,QV,Quiver
2 Letter Mnemonics,QW,QW-1 (Chinese surface to air missile)
2 Letter Mnemonics,QX,Quicksand
2 Letter Mnemonics,QY,quayside
2 Letter Mnemonics,QZ,quartz
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,RA,Ramen
2 Letter Mnemonics,RB,Rabbit
2 Letter Mnemonics,RC,Rice
2 Letter Mnemonics,RD,Red eyes BD
2 Letter Mnemonics,RE,Reese’s Peanut butter cup
2 Letter Mnemonics,RF,referee
2 Letter Mnemonics,RG,Regis
2 Letter Mnemonics,RH,Rich
2 Letter Mnemonics,RI,Rhydon
2 Letter Mnemonics,RJ,rejon
2 Letter Mnemonics,RK,Rake
2 Letter Mnemonics,RL,Roll-up
2 Letter Mnemonics,RM,Rambo
2 Letter Mnemonics,RN,Rin
2 Letter Mnemonics,RO,Robot
2 Letter Mnemonics,RP,Rapidash
2 Letter Mnemonics,RQ,Racquet
2 Letter Mnemonics,RR,Rarity
2 Letter Mnemonics,RS,Rose
2 Letter Mnemonics,RT,Ratticate
2 Letter Mnemonics,RU,Ruby
2 Letter Mnemonics,RV,raven
2 Letter Mnemonics,RW,Rowe
2 Letter Mnemonics,RX,Rex
2 Letter Mnemonics,RY,Ryan
2 Letter Mnemonics,RZ,Razor
2 Letter Mnemonics,SA,Safari
2 Letter Mnemonics,SB,Sub (the sandwich)
2 Letter Mnemonics,SC,Soccer
2 Letter Mnemonics,SD,Sad
2 Letter Mnemonics,SE,Seadra
2 Letter Mnemonics,SF,Surfboard
2 Letter Mnemonics,SG,Soggy Bottom boys
2 Letter Mnemonics,SH,Sasha
2 Letter Mnemonics,SI,Sai
2 Letter Mnemonics,SJ,Sarge
2 Letter Mnemonics,SK,Sakura
2 Letter Mnemonics,SL,sail
2 Letter Mnemonics,SM,Sam
2 Letter Mnemonics,SN,Shawn
2 Letter Mnemonics,SO,Solo cup
2 Letter Mnemonics,SP,Snape
2 Letter Mnemonics,SQ,squirrel
2 Letter Mnemonics,SR,Sauron
2 Letter Mnemonics,SS,Sasuke
2 Letter Mnemonics,ST,Salt
2 Letter Mnemonics,SU,Susan
2 Letter Mnemonics,SV,Steven
2 Letter Mnemonics,SW,Saw
2 Letter Mnemonics,SX,Saxophone
2 Letter Mnemonics,SY,Scyther
2 Letter Mnemonics,SZ,Scizor
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,TA,Taylor
2 Letter Mnemonics,TB,Toboggan
2 Letter Mnemonics,TC,Taco
2 Letter Mnemonics,TD,Todd
2 Letter Mnemonics,TE,Tea
2 Letter Mnemonics,TF,Traffic light
2 Letter Mnemonics,TG,Tiger
2 Letter Mnemonics,TH,Teech
2 Letter Mnemonics,TI,Tire
2 Letter Mnemonics,TJ,Trudge (Chaucer from Knight’s Tale)
2 Letter Mnemonics,TK,Tick
2 Letter Mnemonics,TL,troll
2 Letter Mnemonics,TM,Tom
2 Letter Mnemonics,TN,Tinman
2 Letter Mnemonics,TO,Tony Hawk
2 Letter Mnemonics,TP,Trap
2 Letter Mnemonics,TQ,Tequila
2 Letter Mnemonics,TR,Tornado
2 Letter Mnemonics,TS,Tess
2 Letter Mnemonics,TT,tater tots
2 Letter Mnemonics,TU,Toucan
2 Letter Mnemonics,TV,TV
2 Letter Mnemonics,TW,tow truck
2 Letter Mnemonics,TX,Texan
2 Letter Mnemonics,TY,Tyler
2 Letter Mnemonics,TZ,Tazer
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,UA,UAV
2 Letter Mnemonics,UB,Ubb
2 Letter Mnemonics,UC,Unicycle
2 Letter Mnemonics,UD,Udder
2 Letter Mnemonics,UE,Hughey (Mike with his big BLD)
2 Letter Mnemonics,UF,UFO
2 Letter Mnemonics,UG,Ugly Baby
2 Letter Mnemonics,UH,U-Haul
2 Letter Mnemonics,UI,Unicorn
2 Letter Mnemonics,UJ,Eujene
2 Letter Mnemonics,UK,ukulele
2 Letter Mnemonics,UL,Ultear
2 Letter Mnemonics,UM,Umbridge
2 Letter Mnemonics,UN,Unown
2 Letter Mnemonics,UO,UO running club
2 Letter Mnemonics,UP,Umpalumpa
2 Letter Mnemonics,UQ,Urquhart (castle on Loch Ness)
2 Letter Mnemonics,UR,Ursaring
2 Letter Mnemonics,US,Usui
2 Letter Mnemonics,UT,Utah
2 Letter Mnemonics,UU,uuencode
2 Letter Mnemonics,UV,UV (ultraviolet)
2 Letter Mnemonics,UW,UW (underwater)
2 Letter Mnemonics,UX,Uxie
2 Letter Mnemonics,UY,Uyghur person
2 Letter Mnemonics,UZ,Uzi
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,VA,Vacation bag
2 Letter Mnemonics,VB,Vibrava
2 Letter Mnemonics,VC,Victoria Secret
2 Letter Mnemonics,VD,Vladimir
2 Letter Mnemonics,VE,Venusaur
2 Letter Mnemonics,VF,Verfassung (constitution in German)
2 Letter Mnemonics,VG,Vigoroth
2 Letter Mnemonics,VH,Voucher (huge check)
2 Letter Mnemonics,VI,Violin
2 Letter Mnemonics,VJ,Vegeta
2 Letter Mnemonics,VK,Valk
2 Letter Mnemonics,VL,Voldemort
2 Letter Mnemonics,VM,Vampire
2 Letter Mnemonics,VN,Venom
2 Letter Mnemonics,VO,Volcano
2 Letter Mnemonics,VP,Vaporeon
2 Letter Mnemonics,VQ,Vaquero
2 Letter Mnemonics,VR,Vergo (Fairy Tail)
2 Letter Mnemonics,VS,Vase
2 Letter Mnemonics,VT,Victreebel
2 Letter Mnemonics,VU,Vulture
2 Letter Mnemonics,VV,Verve
2 Letter Mnemonics,VW,Vow (Wedding Crashers)
2 Letter Mnemonics,VX,Vicks
2 Letter Mnemonics,VY,Voyager
2 Letter Mnemonics,VZ,Viz Media
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,WA,Wawa’s
2 Letter Mnemonics,WB,Web
2 Letter Mnemonics,WC,Wicca
2 Letter Mnemonics,WD,Wadders
2 Letter Mnemonics,WE,Weedle
2 Letter Mnemonics,WF,Waffles
2 Letter Mnemonics,WG,Wog
2 Letter Mnemonics,WH,Washington
2 Letter Mnemonics,WI,Wire
2 Letter Mnemonics,WJ,Wedge
2 Letter Mnemonics,WK,Wok
2 Letter Mnemonics,WL,William
2 Letter Mnemonics,WM,Wormtongue
2 Letter Mnemonics,WN,Wonton
2 Letter Mnemonics,WO,Woulf patterns
2 Letter Mnemonics,WP,Whomping Willow
2 Letter Mnemonics,WQ,Wookie
2 Letter Mnemonics,WR,Wartortle
2 Letter Mnemonics,WS,Whismur
2 Letter Mnemonics,WT,Whitebeard
2 Letter Mnemonics,WU,Wushu
2 Letter Mnemonics,WV,Wave
2 Letter Mnemonics,WW,WOW (someone who was obsessed with it)
2 Letter Mnemonics,WX,Wax
2 Letter Mnemonics,WY,Wyoming
2 Letter Mnemonics,WZ,Weezing
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,XA,Exadata server (Oracle)
2 Letter Mnemonics,XB,Xbox
2 Letter Mnemonics,XC,XC (cross country)
2 Letter Mnemonics,XD,XD (a passed out laughing guy)
2 Letter Mnemonics,XE,Xenophilius
2 Letter Mnemonics,XF,XeF4
2 Letter Mnemonics,XG,Exegesis (a literal Bible reader)
2 Letter Mnemonics,XH,XH-51 (Lockheed)
2 Letter Mnemonics,XI,Xi (the Greek letter)
2 Letter Mnemonics,XJ,Xj9 (Jenny)
2 Letter Mnemonics,XK,Exekias pottery
2 Letter Mnemonics,XL,XL (extra large)
2 Letter Mnemonics,XM,Xm radio
2 Letter Mnemonics,XN,Exon
2 Letter Mnemonics,XO,XO (a love letter)
2 Letter Mnemonics,XP,XP (Windows)
2 Letter Mnemonics,XQ,Xquisite
2 Letter Mnemonics,XR,X’s on trees (album art)
2 Letter Mnemonics,XS,Xatu
2 Letter Mnemonics,XT,Xu (Vietnamese coin)
2 Letter Mnemonics,XU,Xavier
2 Letter Mnemonics,XV,X-wing fighter
2 Letter Mnemonics,XW,Xylene
2 Letter Mnemonics,XX,Xizor
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,YA,Yamacha
2 Letter Mnemonics,YB,Yabber (Kabi tribe)
2 Letter Mnemonics,YC,Yucatan temple
2 Letter Mnemonics,YD,Yoda
2 Letter Mnemonics,YE,Yeoman
2 Letter Mnemonics,YF,Yiff
2 Letter Mnemonics,YG,Yeager
2 Letter Mnemonics,YH,Yoshi
2 Letter Mnemonics,YI,Yia Yia (Greek grandmother)
2 Letter Mnemonics,YJ,Yajirobe
2 Letter Mnemonics,YK,Yak
2 Letter Mnemonics,YL,Yale (university)
2 Letter Mnemonics,YM,Yam
2 Letter Mnemonics,YN,Yanma
2 Letter Mnemonics,YO,Yoyo
2 Letter Mnemonics,YP,Yapok
2 Letter Mnemonics,YQ,Yaqui
2 Letter Mnemonics,YR,Yuri
2 Letter Mnemonics,YS,Yusuke
2 Letter Mnemonics,YT,Yeti
2 Letter Mnemonics,YU,Yugioh
2 Letter Mnemonics,YV,Yvonne
2 Letter Mnemonics,YW,Yew tree
2 Letter Mnemonics,YX,Yaxley
2 Letter Mnemonics,YY,Yay (Fluttershy)
2 Letter Mnemonics,YZ,Yuzuki Eba
2 Letter Mnemonics,Front,Back
2 Letter Mnemonics,ZA,Zabuza
2 Letter Mnemonics,ZB,Zebco (fishing pole)
2 Letter Mnemonics,ZC,Zinc
2 Letter Mnemonics,ZD,Zdanek (friend)
2 Letter Mnemonics,ZE,Zebra
2 Letter Mnemonics,ZF,Zaftig (a really fat person)
2 Letter Mnemonics,ZG,Zigzagoon
2 Letter Mnemonics,ZH,Zach
2 Letter Mnemonics,ZI,Zifeng Tower
2 Letter Mnemonics,ZJ,Travis Zajac
2 Letter Mnemonics,ZK,Zack
2 Letter Mnemonics,ZL,Zelda
2 Letter Mnemonics,ZM,Zombie
2 Letter Mnemonics,ZN,Zane
2 Letter Mnemonics,ZO,Zowie
2 Letter Mnemonics,ZP,Zapdos
