GST ,Triple Crown Winner: 1930,Gallant Fox,,
GST ,Triple Crown Winner: 1919,Sir Barton,,
GST ,Kentucky Derby (Run for the Roses) location,Churchill Downs; Louisville,,
GST ,Preakness (Run for the Black-Eyed Susans) location,"Pimlico, Maryland",,
GST ,Belmont Stakes (Run for the Carnations) location,"Belmont Racetrack; Elmont, New York",,
GST ,Horse Racing’s most winning jockey,Russell Baze,,
GST ,Horse Racing’s second-most winning jockey,"Laffit Pincay, Jr.",,
GST ,Youngest Triple Crown winning jockey,Steve Cauthen,,
GST ,First woman jockey in Horse Racing Hall of Fame,Julie Krone,,
GST ,He rode Whirlaway & Citation to the Triple Crown,Eddie Arcaro,,
GST ,Front,Back,,
GST ,World’s largest cat,(Siberian) Tiger,,
GST ,The Americas’ largest cat,Jaguar,,
GST ,Most popular breed of domesticated cat,Persian,,
GST ,“Clouded” cat,Clouded leopard,,
GST ,Cat with pointed tufts of hair around the ears,Lynx,,
GST ,Lynx North American relative with short tail,Bobcat,,
GST ,Tailless cat named for an island,Manx,,
GST ,Other names for cougar,"Mountain lion, puma, catamount",,
GST ,Ethiopian domestic cat,Abyssinian,,
GST ,Nearly-hairless cat,Sphinx cat,,
GST ,Cat with “tiger” coat,Tabby,,
GST ,Southeast Asian domestic cat,Siamese,,
GST ,Fever caused by parvo-virus,Distemper,,
GST ,Swollen lymph nodes,Cat scratch fever,,
GST ,Tallest dog,Great Dane,,
GST ,Smallest domestic breed,Chihuahua,,
GST ,Fastest dog,Greyhound,,
GST ,Smaller breed descended from the greyhound,Whippet,,
GST ,Most common registered breed,Labrador Retriever,,
GST ,Medium-sized dog from the Netherlands,Keeshond (aka German spitz),,
GST ,Non-barking African dog,Basenji,,
GST ,Chinese royal dog,Pekingese,,
GST ,Chinese wrinkled-skin dog,Shar-pei,,
GST ,“Lion dog” of Chinese nobles,Shih tzu,,
GST ,Ancient Chinese dog with lion-like mane,Chow chow,,
GST ,Mediterranean island lap dog,Maltese,,
GST ,Stag hunting dog,Deerhound,,
GST ,Loose skinned dog used in finding people,Bloodhound,,
GST ,Dog breed originally from Tibet,Lhasa Apso,,
GST ,Fluffy white Siberian breed,Samoyed,,
GST ,Sled dog with blue eyes,Siberian husky,,
GST ,Japanese guard dog,Akita,,
GST ,Queen Elizabeth II favorite breed of dog,(Pembroke Welsh) Corgis,,
GST ,French “butterfly” dog,Papillon,,
GST ,St. John’s dog,Labrador retriever,,
GST ,Russian wolfhound,Borzoi,,
GST ,Dog named after eastern U.S. bay,Chesapeake Bay retriever,,
GST ,South African-bred dog,Rhodesian ridgeback,,
GST ,South African wild hunting dog,African or cape hunting dog,,
GST ,Large dog from Swiss Alps,St. Bernard,,
GST ,Australian wild dog,Dingo,,
GST ,World’s premier sheep dog,Border collie,,
GST ,Silky & Yorkshire breeds,Terrier,,
GST ,Largest terrier (“King of Terriers”),Airedale terrier,,
GST ,“Toto’s” breed (from Wizard of Oz),Cairn terrier,,
GST ,Irish, Gordon & English breeds,Setter,
GST ,Richard Nixon’s dog,Checkers,,
GST ,FDR’s dog,Fala,,
GST ,George H. W. Bush’s dog,Millie,,
GST ,Barack Obama’s Portuguese water hound,Bo,,
GST ,German Shepherd with TV show,Rin Tin Tin,,
GST ,Dog from Petticoat Junction who later made movies,Benji,,
GST ,George Jetson’s dog,Astro,,
GST ,Sgt. Preston’s dog,(Yukon) King,,
GST ,Title dog in 1972 Cicely Tyson movie,Sounder,,
GST ,Dog in Call of the Wild,Buck,,
GST ,RCA trademark dog,Nipper,,
GST ,National Crime Prevention Council advertising dog,McGruff,,
GST ,Since 1968, cartoon series with crime-solving Great Dane,Scooby-Doo,
GST ,Top American dog show,Westminster Kennel Club,,
GST ,Number of breeds recognized by AKC,202 (new breeds frequently added),,
GST ,World’s longest dogsled race,Iditarod,,
GST ,Front,Back,,
GST ,The study of birds,Ornithology,,
GST ,Bird’s food storage area prior to digestion,Crop,,
GST ,Bird’s “muscular” stomach for grinding food,Gizzard,,
GST ,Bird’s vocal organ,Syrinx,,
GST ,Fastest flying bird,Peregrine falcon,,
GST ,Largest, fastest-running bird, with largest eggs,Ostrich
GST ,Largest South American bird (flightless),Rhea,,
GST ,Largest Australian bird (flightless),Emu,,
GST ,Australian bird just smaller than emu (flightless),Cassowary,,
GST ,New Zealand flightless bird & native fruit,Kiwi,,
GST ,Large, extinct bird of New Zealand,Moa,
GST ,Adelie, emperor, & king bird,Penguins
GST ,Smallest & most widely distributed species of penguin,Adélie,,
GST ,Penguin with narrow black band under its head,Chinstrap penguin,,
GST ,Snow, Canadian, & blue breeds,Geese
GST ,North Atlantic “sea-parrot”,Puffin,,
GST ,Brown & white “fish hawk” bird,Osprey,,
GST ,Birds known for laying eggs in other birds’ nests,Cuckoo & cowbird,,
GST ,Nocturnal singing bird,Nightingale,,
GST ,North American ground-nesting bird that hibernates,Eastern whip-poor-will,,
GST ,North America’s most common dove,Mourning dove,,
GST ,Black-footed “Gooney bird,” unlucky to sailors,Albatross,
GST ,Trumpeter, mute, coscoroba & whistling,Swans
GST ,Sandhill & whooping birds,Cranes,,
GST ,Tallest bird of North America,Whooping crane,,
GST ,Red wing & grackle birds,Blackbirds,,
GST ,Golden, bald & harpy type of bird,Eagle,
GST ,Bird that mimics other birds,Mockingbird,,
GST ,Ruby-throated bird, only bird that can fly backwards,Hummingbird,
GST ,Smallest bird,Bee hummingbird,,
GST ,Andean & California birds,Condor,,
GST ,South American bird with largest bill,Toucan,,
GST ,“Laughing jackass” of Australia,Kookaburra,,
GST ,Largest member of crow family,Raven,,
GST ,“Scarlet” parrot,Macaw,,
GST ,Purple-black Asian bird that mimics humans,Mynah bird,,
GST ,Yellow songbird,Goldfinch,,
GST ,Downy duck that can dive to 180 feet,Eider,,
GST ,Blue-footed, black-footed & red-footed sea bird,Booby,
GST ,Arizona bird that can run 18.6 miles per hour,Roadrunner,,
GST ,Sacred Egyptian bird,Ibis,,
GST ,Mythical bird that rose from the ashes,Phoenix,,
GST ,Bird that migrates from arctic to antarctic,Arctic tern,,
GST ,Most common domesticated bird,Chicken,,
GST ,Young swan,Cygnet,,
GST ,Young pigeon,Squab,,
GST ,Pigeon extinct since 1914,Passenger pigeon,,
GST ,Large penguin-like bird, extinct since 1850,Great auk,
GST ,Large, flightless extinct land pigeon,Dodo,
GST ,First known feathered bird to become extinct,Archaeopteryx,,
GST ,Flying reptiles of the extinct order pterosaurs,Pterodactyl,,
GST ,Legendary bird encountered by Sinbad,Roc,,
GST ,Front,Back,,
GST ,Burchell’s animal,Zebra,,
GST ,Thompson’s animal,Gazelle,,
GST ,South African gazelle,Springbok,,
GST ,World’s largest antelope,Eland,,
GST ,Gnu aka,Wildebeest,,
GST ,“Ship of the desert”,Camel,,
GST ,One-humped camel,Dromedary,,
GST ,Two-humped camel,Bactrian,,
GST ,Smallest member of camel family,Vicuna (South America),,
GST ,South America’s largest member of camel family,Llama,,
GST ,Llama relative raised for wool,Alpaca,,
GST ,Narrow-snouted crocodile of Asia,Gavial,,
GST ,Asia’s largest snake,Python,,
GST ,Western Hemisphere’s largest snake,Anaconda,,
GST ,Adder & rattlesnake family,Viper,,
GST ,Snake supposedly used in Cleopatra’s suicide,Asp (a.k.a. aspis),,
GST ,World’s longest poisonous snake (Southeast Asia),King cobra,,
GST ,Cobra killer,Mongoose,,
GST ,Turtle shell,Carapace,,
GST ,World’s largest lizard,Komodo dragon,,
GST ,Western hemisphere’s largest lizard,Iguana,,
GST ,Small lizard with suction cup feet,Gecko,,
GST ,Lizard of Galapagos Islands,Marine iguana,,
GST ,Venomous lizard of US southwest,Gila monster,,
GST ,Great apes,"Gorillas, chimpanzees, orangutans, bonobos",,
GST ,Two types of gorilla,Eastern & western,,
GST ,Dominant male gorilla,Silverback,,
GST ,Great ape of Borneo & Sumatra,Orangutan,,
GST ,Pan family great ape,Chimpanzee,,
GST ,Chimpanzee’s close relative,Bonobo,,
GST ,Primate of Madagascar,Lemur,,
GST ,Macaques of Gibraltar,Barbary apes,,
GST ,Monkey with red nose & blue cheeks,Mandrill,,
GST ,Borneo monkey known for unusually large nose,Proboscis monkey,,
GST ,Asian monkey used in research,Rhesus monkey,,
GST ,Monkey that can be heard for several miles,Howler monkey,,
GST ,Long-armed monkey with prehensile tail,Spider monkey,,
GST ,Long-armed ape of Southeast Asia,Gibbon,,
GST ,Small new-world monkey,Marmoset,,
GST ,Smallest monkey,Pygmy marmoset,,
GST ,Slow hanging tree-dweller of South America,Sloth,,
GST ,South American long-snouted mammal,Tapir,,
GST ,South American fur-bearing rodent,Chinchilla,,
GST ,The hippopotamus’ smaller relative,Pygmy hippopotamus,,
GST ,Mammals that lay eggs,Monotremes,,
GST ,Only monotremes,Duck-billed platypus & spiny anteater (echidna),,
GST ,Flying mammal,Bat,,
GST ,Blood-sucking bat,Vampire bat,,
GST ,Navigational method of bats,Echolocation,,
GST ,African cat-like mammal,Civet,,
GST ,“Golden” Eurasian predator,Golden Jackal,,
GST ,Spotted “laughing” carnivore,Hyena,,
GST ,World’s largest rodent,Capybara,,
GST ,North America’s largest rodent,Beaver,,
GST ,South American rodent with softest fur,Chinchilla,,
GST ,African-Asian rodent formerly known as “desert rat”,Gerbil,,
GST ,“Golden” chubby-cheeked rodent,Golden hamster,,
GST ,Arboreal rodent,Squirrel,,
GST ,“Suicidal” rodent from the arctic (only a myth),Lemming,,
GST ,Ermine, ferret, & badger family,Weasel
GST ,Largest member of deer family,Moose,,
GST ,Only deer family member where both sexes have horns,Caribou,,
GST ,Graceful antelope,Gazelle,,
GST ,Prairie wolf,Coyote,,
GST ,Cow-like,Bovine,,
GST ,Goat-like,Hircine,,
GST ,Bear-like,Ursine,,
GST ,Fox-like,Vulpine,,
GST ,Wolf-like,Lupine,,
GST ,Sheep-like,Ovine,,
GST ,Pig-like,Porcine,,
GST ,Caudal vertebrae in animals,Tail,,
GST ,Front,Back,,
GST ,Kingdom,Animal,,
GST ,Phylum,Chordate,,
GST ,Class,Mammal,,
GST ,Order,Primate,,
GST ,Family,Hominoidea,,
GST ,Genus,Homo sapiens,,
GST ,Species,Human being,,
GST ,World’s tallest animal,Giraffe,,
GST ,World’s second-tallest animal,Elephant,,
GST ,World’s fastest animal,Cheetah,,
GST ,World’s second-fastest animal,Pronghorn antelope,,
GST ,World’s fastest two-footed animal,Ostrich,,
GST ,Longest living animal,Giant tortoise,,
GST ,Longest living land mammal,Man,,
GST ,Longest living marine mammal,Bowhead whale,,
GST ,Largest living animal,Blue whale,,
GST ,Toothless whale with two blowholes,Baleen,,
GST ,Whale with long flippers,Humpback,,
GST ,Whale with unicorn-like projection,Narwhal,,
GST ,Orc or orca,Killer whale,,
GST ,Deepest-diving whale,Sperm whale,,
GST ,Lowest animal in food chain,Plankton,,
GST ,“Sea cow”,Manatee,,
GST ,Manatee relative,Dugong,,
GST ,Sea lion, seal, & walrus family,Pinniped
GST ,Largest pinniped,Elephant seal,,
GST ,Male & female pinniped which have tusks,Walrus,,
GST ,“Mud puppy” & “hellbender”,Salamanders,,
GST ,Largest amphibian,Chinese giant salamander,,
GST ,Number of hearts in an octopus,Three,,
GST ,Freshwater crustacean,Crayfish (crawdad),,
GST ,Oyster, clam, & mussel class,Bivalves
GST ,Freshwater pearl source,Mussels,,
GST ,“Blue point” bivalve,Oyster,,
GST ,“Cherrystone” bivalve,Clam,,
GST ,Stone & snow sea creatures,Crabs,,
GST ,Animal with largest eye,Giant squid,,
GST ,Sea hedgehog,Sea urchin,,
GST ,Crab with one big claw,Fiddler crab,,
GST ,Crab that uses a discarded shell,Hermit crab,,
GST ,Crab & scorpion phylum,Arthropod,,
GST ,Cone gastropod,Snail,,
GST ,Best-swimming bear,Polar bear,,
GST ,Largest bears,Polar and Kodiak bears,,
GST ,Smallest bear,Sun bear (SE Asia),,
GST ,South America’s only bear,Spectacled bear,,
GST ,Pouched animals of Australia,Marsupials,,
GST ,Eucalyptus-eating marsupial,Koala (not a bear),,
GST ,Baby kangaroo, koala or opossum,Joey,
GST ,The kangaroo’s smaller relative,Wallaby,,
GST ,Marsupial with the strongest jaws,Tasmanian Devil,,
GST ,“Hairy nosed” marsupial,Wombat,,
GST ,Symbol of the World Wildlife Fund,(Giant) Panda,,
GST ,North American marsupial relative,Raccoon,,
GST ,South American raccoon relative,Coati,,
GST ,Source of mohair,(Angora) Goat,,
GST ,Camelopard aka,Giraffe,,
GST ,Giraffe’s smaller African relative,Okapi,,
GST ,Himalayan ox,Yak,,
GST ,Woolly ox of northern Canada & Greenland,Musk-ox,,
GST ,Long-horned European member of goat family,Ibex,,
GST ,Front,Back,,
GST ,Oyster, clam, & mussel class,Bivalves
GST ,Freshwater pearl source,Mussels,,
GST ,“Blue point” bivalve,Oyster,,
GST ,“Cherrystone” bivalve,Clam,,
GST ,Stone & snow sea creatures,Crabs,,
GST ,Animal with largest eye,Giant squid,,
GST ,Sea hedgehog,Sea urchin,,
GST ,Crab with one big claw,Fiddler crab,,
GST ,Crab that uses a discarded shell,Hermit crab,,
GST ,Crab & scorpion phylum,Arthropod,,
GST ,Cone gastropod,Snail,,
GST ,Best-swimming bear,Polar bear,,
GST ,Largest bears,Polar and Kodiak bears,,
GST ,Smallest bear,Sun bear (SE Asia),,
GST ,South America’s only bear,Spectacled bear,,
GST ,Pouched animals of Australia,Marsupials,,
GST ,Eucalyptus-eating marsupial,Koala (not a bear),,
GST ,Baby kangaroo, koala or opossum,Joey,
GST ,The kangaroo’s smaller relative,Wallaby,,
GST ,Marsupial with the strongest jaws,Tasmanian Devil,,
GST ,“Hairy nosed” marsupial,Wombat,,
GST ,Symbol of the World Wildlife Fund,(Giant) Panda,,
GST ,North American marsupial relative,Raccoon,,
GST ,South American raccoon relative,Coati,,
GST ,Source of mohair,(Angora) Goat,,
GST ,Camelopard aka,Giraffe,,
GST ,Giraffe’s smaller African relative,Okapi,,
GST ,Himalayan ox,Yak,,
GST ,Woolly ox of northern Canada & Greenland,Musk-ox,,
GST ,Long-horned European member of goat family,Ibex,,
GST ,Front,Back,,
GST ,Kingdom,Animal,,
GST ,Phylum,Chordate,,
GST ,Class,Mammal,,
GST ,Order,Primate,,
GST ,Family,Hominoidea,,
GST ,Genus,Homo sapiens,,
GST ,Species,Human being,,
GST ,World’s tallest animal,Giraffe,,
GST ,World’s second-tallest animal,Elephant,,
GST ,World’s fastest animal,Cheetah,,
GST ,World’s second-fastest animal,Pronghorn antelope,,
GST ,World’s fastest two-footed animal,Ostrich,,
GST ,Longest living animal,Giant tortoise,,
GST ,Longest living land mammal,Man,,
GST ,Longest living marine mammal,Bowhead whale,,
GST ,Largest living animal,Blue whale,,
GST ,Toothless whale with two blowholes,Baleen,,
GST ,Whale with long flippers,Humpback,,
GST ,Whale with unicorn-like projection,Narwhal,,
GST ,Orc or orca,Killer whale,,
GST ,Deepest-diving whale,Sperm whale,,
GST ,Lowest animal in food chain,Plankton,,
GST ,“Sea cow”,Manatee,,
GST ,Manatee relative,Dugong,,
GST ,Sea lion, seal, & walrus family,Pinniped
GST ,Largest pinniped,Elephant seal,,
GST ,Male & female pinniped which have tusks,Walrus,,
GST ,“Mud puppy” & “hellbender”,Salamanders,,
GST ,Largest amphibian,Chinese giant salamander,,
GST ,Number of hearts in an octopus,Three,,
GST ,Freshwater crustacean,Crayfish (crawdad),,
GST ,Front,Back,,
GST ,What were the Punic Wars?,Wars between Rome and Carthage starting in 264 B.C.,,
GST ,Who was Hannibal?,Carthaginian who invaded Italy in 218 B.C.,,
GST ,Who was Hamilcar?,Hannibal’s father.,,
GST ,What was the Great Wall of China?,Chinese construction project begun around 215 B.C.,,
GST ,What was the Silk Road?,"Central Asia caravan route, established around 110 B.C.",,
GST ,What was the Persian Empire?,Empire ruled by Darius and Xerxes.,,
GST ,What was the Peacock Throne?,Persian throne looted from India.,,
GST ,What was Sparta?,Ancient capital of Laconia.,,
GST ,Who was Leonidas?,Leader of the 300 Spartans.,,
GST ,What was Thermopylae?,Pass defended by the 300 Spartans.,,
GST ,Who was Spartacus?,Led a slave revolt against Rome in 71 B.C.,,
GST ,Who were the Goths?,"Germanic people of central Europe, 6th century A.D.",,
GST ,Who were the Samurai?,Ancient Japanese warriors ('those who serve').,,
GST ,What is an artifact?,A man-made relic.,,
GST ,What is the Rosetta Stone?,Key artifact to deciphering Egyptian hieroglyphs.,,
GST ,Where is the Rosetta Stone located?,British Museum.,,
GST ,What is the Behistun Inscription?,Cuneiform 'Rosetta Stone' from Persia.,,
GST ,Where were the Elgin Marbles originally located?,The Parthenon.,,
GST ,Who were the Olmec?,Stone-building Indians of Central America.,,
GST ,Who were the Aztecs?,Civilization of southern Mexico.,,
GST ,What was Tenochtitlan?,Capital of the Aztec civilization.,,
GST ,Who were the Maya?,Civilization of Mexico and Guatemala.,,
GST ,Who were the Inca?,Civilization of Peru.,,
GST ,Where is Palmyra located today?,Syria.,,
GST ,Where are Ur and Babylon located today?,Iraq.,,
GST ,Front,Back,,
GST ,Who was Gilgamesh?,Uruk king from 2500 B.C.,,
GST ,Who created the Hanging Gardens of Babylon?,Nebuchadnezzar II.,,
GST ,Who gave the first legal code of Babylon?,"Hammurabi, c. 1780 B.C.",,
GST ,Who were the Hittites?,"Indo-European people of Anatolia (Asia Minor), c. 1900 B.C.",,
GST ,What is Stonehenge?,"Astronomical site in Britain, c. 1800 B.C.",,
GST ,What is the Fertile Crescent?,A curving region of the Middle East containing moist and fertile land.,,
GST ,Who were the Phoenicians?,Ancient mariners from west coast of Fertile Crescent; founded Carthage.,,
GST ,What was Tyre?,A Phoenician port.,,
GST ,What was the Minoan civilization?,Civilization of Crete.,,
GST ,What was the Trojan War?,"Greek war in Asia Minor, c. 1260 B.C.",,
GST ,When did the Olympic Games begin?,"In Greece, 776 B.C.",,
GST ,Who was Draco?,"Athenian lawmaker, 621 B.C.",,
GST ,Who was Solon?,"Athenian statesman, lawmaker & poet, 7th to 6th century B.C.",,
GST ,Who founded Taoism?,"Lao-tse, c. 590 B.C.",,
GST ,Who destroyed Jerusalem in 586 B.C.?,Babylonians.,,
GST ,Who was Nebuchadnezzar II?,Babylonian King c. 605–562 B.C.,,
GST ,What was the Oracle at Delphi?,Greek center of the world.,,
GST ,Who were the Etruscans?,"Settlers of central Italy, 550 B.C.",,
GST ,Who was Confucius?,"He developed ethical & social philosophy in China, c. 500 B.C.",,
GST ,Who defeated the Persians at the Battle of Marathon?,"The Greeks, 490 B.C.",,
GST ,What was the Peloponnesian War?,War between Sparta and Athens starting in 431 B.C.,,
GST ,Who was Socrates?,"Greek philosopher executed by hemlock poisoning, 399 B.C.",,
GST ,Who was Alexander the Great?,"King of Macedonia, 336 B.C.",,
GST ,Who was Philip II of Macedon?,Alexander the Great’s father.,,
GST ,Who was Aristotle?,Alexander the Great’s teacher.,,
GST ,What was the Gordian Knot?,A riddle solved by Alexander the Great.,,
GST ,What was the Academy?,"School founded by Plato, c. 387 B.C.",,
GST ,What was the Lyceum?,"School founded by Aristotle, 334 B.C.",,
GST ,Who were the Huns?,"Central Asian nomads, 300 B.C.",,
GST ,Who was Attila?,Great Hun leader.,,
GST ,Where was the great library located around 290 B.C.?,Alexandria (Egypt).,,
GST ,Front,Back,,
GST ,Who were the Neanderthals?,"A human relative extinct for 24,000 years.",,
GST ,Who was the Flores Man?,A diminutive human relative found on the Indonesian island; also called 'the Hobbit'.,,
GST ,What is Peking Man?,Human fossils found in China in the 1920s.,,
GST ,What is Heidelberg Man?,A human ancestor found in Germany in 1907.,,
GST ,What is Java Man?,A human fossil found in Indonesia in 1891.,,
GST ,Who was the Ice Man (Ötzi)?,"5,000-year-old human remains found in the Alps in 1991.",,
GST ,Who was Lucy?,A 3.1 million-year-old hominid found in Ethiopia.,,
GST ,What was the Piltdown Man?,A paleoanthropological hoax presented in London in 1912.,,
GST ,What is the earliest known walled city?,"Jericho, c. 9,000 B.C.",,
GST ,What was Ur?,An ancient Sumerian city.,,
GST ,What was Carthage?,An ancient North African city.,,
GST ,What was Syracuse?,An ancient Sicilian city.,,
GST ,What was the Assyrian Empire?,An ancient empire of the Tigris River Valley.,,
GST ,Who were the Sumerians?,Ancient people of the Tigris-Euphrates region.,,
GST ,What was Nineveh?,The capital of the Assyrian Empire.,,
GST ,What was Sumeria?,Civilization of southern Mesopotamia.,,
GST ,What is Cuneiform?,"The earliest known writing system, developed by the Sumerians.",,
GST ,What was Knossos?,An ancient city of Crete.,,
GST ,What was Troy?,An ancient city in Asia Minor.,,
GST ,What does Mesopotamia mean?,Ancient land 'between two rivers'.,,
GST ,What was Babylon?,An ancient Mesopotamian city on the Euphrates River.,,
GST ,What was the Great Pyramid of Cheops (Khufu)?,A construction project in Egypt around 2600 B.C.,,
GST ,What was the Old Kingdom?,An Egyptian kingdom from 26th to 21st century B.C.,,
GST ,Who were the Ptolemies?,An Egyptian dynasty that ruled from 323 to 30 B.C.,,
GST ,Who was Akhenaten?,Pharaoh of the Eighteenth Dynasty of Egypt.,,
GST ,Who was Nefertiti?,Akhenaten’s wife.,,
GST ,Who was King Tut (Tutankhamun)?,Akhenaten’s son.,,
GST ,What was Heliopolis?,An ancient Egyptian 'City of the Sun'.,,
GST ,What were Memphis and Thebes?,Ancient Egyptian capitals.,,
GST ,What is the Book of the Dead?,An ancient Egyptian book found in tombs.,,
GST ,What is Cleopatra’s Needle?,An ancient Egyptian obelisk.,,
GST ,What is a scarab?,An Egyptian insect talisman shaped like a beetle.,,
GST ,Category,Front,Back,
GST ,Animal Kingdom,Kingdom,Animal,
GST ,Animal Kingdom,Phylum,Chordate,
GST ,Animal Kingdom,Class,Mammal,
GST ,Animal Kingdom,Order,Primate,
GST ,Animal Kingdom,Family,Hominoidea,
GST ,Animal Kingdom,Genus,Homo sapiens,
GST ,Animal Kingdom,Species,Human being,
GST ,Animal Kingdom,World’s tallest animal,Giraffe,
GST ,Animal Kingdom,World’s second-tallest animal,Elephant,
GST ,Animal Kingdom,World’s fastest animal,Cheetah,
GST ,Animal Kingdom,World’s second-fastest animal,Pronghorn antelope,
GST ,Animal Kingdom,World’s fastest two-footed animal,Ostrich,
GST ,Animal Kingdom,Longest living animal,Giant tortoise,
GST ,Animal Kingdom,Longest living land mammal,Man,
GST ,Animal Kingdom,Longest living marine mammal,Bowhead whale,
GST ,Animal Kingdom,Largest living animal,Blue whale,
GST ,Animal Kingdom,Toothless whale with two blowholes,Baleen,
GST ,Animal Kingdom,Whale with long flippers,Humpback,
GST ,Animal Kingdom,Whale with unicorn-like projection,Narwhal,
GST ,Animal Kingdom,Orc or orca,Killer whale,
GST ,Animal Kingdom,Deepest-diving whale,Sperm whale,
GST ,Animal Kingdom,Lowest animal in food chain,Plankton,
GST ,Animal Kingdom,Sea cow,Manatee,
GST ,Animal Kingdom,Manatee relative,Dugong,
GST ,Animal Kingdom,"Sea lion, seal, & walrus family",Pinniped,
GST ,Animal Kingdom,Largest pinniped,Elephant seal,
GST ,Animal Kingdom,Male & female pinniped which have tusks,Walrus,
GST ,Animal Kingdom,Mud puppy & hellbender,Salamanders,
GST ,Animal Kingdom,Largest amphibian,Chinese giant salamander,
GST ,Animal Kingdom,Number of hearts in an octopus,Three,
GST ,Animal Kingdom,Freshwater crustacean,Crayfish (crawdad),
GST ,Animal Kingdom,"Oyster, clam, & mussel class",Bivalves,
GST ,Animal Kingdom,Freshwater pearl source,Mussels,
GST ,Animal Kingdom,Blue point bivalve,Oyster,
GST ,Animal Kingdom,Cherrystone bivalve,Clam,
GST ,Animal Kingdom,Stone & snow sea creatures,Crabs,
GST ,Animal Kingdom,Animal with largest eye,Giant squid,
GST ,Animal Kingdom,Sea hedgehog,Sea urchin,
GST ,Animal Kingdom,Crab with one big claw,Fiddler crab,
GST ,Animal Kingdom,Crab that uses a discarded shell,Hermit crab,
GST ,Animal Kingdom,Crab & scorpion phylum,Arthropod,
GST ,Animal Kingdom,Cone gastropod,Snail,
GST ,Animal Kingdom,Best-swimming bear,Polar bear,
GST ,Animal Kingdom,Largest bears,Polar and Kodiak bears,
GST ,Animal Kingdom,Smallest bear,Sun bear (SE Asia),
