4 Gold Medals,Jesse Owens,6,Jeopardy Pavlovs
4 Heads,Mount Rushmore,3,Jeopardy Pavlovs
4 Largest,Galileo,3,Jeopardy Pavlovs
4 Lines,Quatrain,3,Jeopardy Pavlovs
4 Minutes,Roger Bannister,3,Jeopardy Pavlovs
4 Moons Of Jupiter,Galileo,4,Jeopardy Pavlovs
4 Provinces,Pakistan,3,Jeopardy Pavlovs
4 Straight,the Buffalo Bills,5,Jeopardy Pavlovs
4 Students,Kent State,3,Jeopardy Pavlovs
4-word Phrase,Survival of the Fittest,3,Jeopardy Pavlovs
41 Male Passengers,The Mayflower Compact,3,Jeopardy Pavlovs
42nd Street,Grand Central Station,3,Jeopardy Pavlovs
49ers Quarterback,Joe Montana,3,Jeopardy Pavlovs
49ers Receiver,Jerry Rice,4,Jeopardy Pavlovs
4th Century,Alexander the Great,4,Jeopardy Pavlovs
5 Books,the Pentateuch,3,Jeopardy Pavlovs
5 Congressmen,Puerto Rico,3,Jeopardy Pavlovs
5 Feet Long,Baby grand,3,Jeopardy Pavlovs
5 Perfume,Coco Chanel,4,Jeopardy Pavlovs
50 Heads,Cerberus,3,Jeopardy Pavlovs
50 Years,Beowulf,3,Jeopardy Pavlovs
500 Years,The Phoenix,3,Jeopardy Pavlovs
52nd Street,Billy Joel,3,Jeopardy Pavlovs
56-game Hitting Streak,Joe DiMaggio,3,Jeopardy Pavlovs
5th Century,Herodotus,3,Jeopardy Pavlovs
6 Obols,Drachma,3,Jeopardy Pavlovs
6 Wives,King Henry VIII,4,Jeopardy Pavlovs
6-pointed Star,Chinese checkers,4,Jeopardy Pavlovs
60 Feet,the foul line,3,Jeopardy Pavlovs
600 Miles,Galapagos Islands,3,Jeopardy Pavlovs
6th Century,the seven deadly sins,3,Jeopardy Pavlovs
7 Deadly Sins,gluttony,3,Jeopardy Pavlovs
7 States,the United Arab Emirates,4,Jeopardy Pavlovs
72 Years,Louis XIV,6,Jeopardy Pavlovs
80 Days,Michael Palin,3,Jeopardy Pavlovs
800 Degrees,Mercury,3,Jeopardy Pavlovs
85 Essays Urging Ratification,The Federalist Papers,3,Jeopardy Pavlovs
87th Precinct,Ed McBain,4,Jeopardy Pavlovs
88 Days,Mercury,3,Jeopardy Pavlovs
8th Century,Beowulf,4,Jeopardy Pavlovs
9-year War,the French and Indian War,3,Jeopardy Pavlovs
9000-year Lease,Guinness,3,Jeopardy Pavlovs
95 Degrees,Hypothermia,4,Jeopardy Pavlovs
95 Theses,Martin Luther,4,Jeopardy Pavlovs
A Brief History of Time,Stephen Hawking,9,Jeopardy Pavlovs
A Bronx Tale,Robert De Niro,3,Jeopardy Pavlovs
A Child's Garden of Verses,Robert Louis Stevenson,7,Jeopardy Pavlovs
A Day At The Races,Groucho Marx,4,Jeopardy Pavlovs
A Doll's House,Henrik Ibsen,3,Jeopardy Pavlovs
A History of New York,Washington Irving,5,Jeopardy Pavlovs
A Horse With No Name,America,3,Jeopardy Pavlovs
A Life on the Road,Charles Kuralt,3,Jeopardy Pavlovs
A Little More Mascara,La Cage Aux Folles,3,Jeopardy Pavlovs
A Little Night Music,Send In The Clowns,3,Jeopardy Pavlovs
A Magician Among the Spirits,Harry Houdini,4,Jeopardy Pavlovs
A Modest Proposal,Jonathan Swift,5,Jeopardy Pavlovs
A Most Wanted Man,John le Carre,3,Jeopardy Pavlovs
A Moveable Feast,Ernest Hemingway,4,Jeopardy Pavlovs
A Negro Explorer At The North Pole,Matthew Henson,3,Jeopardy Pavlovs
A Novel Without A Hero,Vanity Fair,3,Jeopardy Pavlovs
A Pair Of Blue Eyes,Thomas Hardy,3,Jeopardy Pavlovs
A Raisin in the Sun,Lorraine Hansberry,3,Jeopardy Pavlovs
A Remembrance of Things Past,Marcel Proust,6,Jeopardy Pavlovs
A Room of One's Own,Virginia Woolf,6,Jeopardy Pavlovs
A Stillness At Appomattox,Bruce Catton,3,Jeopardy Pavlovs
A Streetcar Named Desire,Blanche DuBois,3,Jeopardy Pavlovs
A Strong Ruler,Richard,3,Jeopardy Pavlovs
A Study Of History,Arnold Toynbee,3,Jeopardy Pavlovs
A Study in Scarlet,Sir Arthur Conan Doyle,4,Jeopardy Pavlovs
A Tale of Two Cities,Charles Dickens,4,Jeopardy Pavlovs
A Time To Kill,John Grisham,11,Jeopardy Pavlovs
A Time to Heal,Gerald Ford,3,Jeopardy Pavlovs
A Treatise of Human Nature,David Hume,3,Jeopardy Pavlovs
A Tree Grows In,Brooklyn,3,Jeopardy Pavlovs
A View From the Bridge,Arthur Miller,3,Jeopardy Pavlovs
A Whole New World,Aladdin,5,Jeopardy Pavlovs
A la recherche du temps perdu,Marcel Proust,3,Jeopardy Pavlovs
A-tisket A-tasket,Ella Fitzgerald,3,Jeopardy Pavlovs
AA Fair,Erle Stanley Gardner,3,Jeopardy Pavlovs
Aandw Brand Name,Root beer,3,Jeopardy Pavlovs
Abdul Aziz,Saudi Arabia,3,Jeopardy Pavlovs
Abe Lincoln,Illinois,3,Jeopardy Pavlovs
Abebe Bikila,the marathon,4,Jeopardy Pavlovs
Abel Tasman,New Zealand,5,Jeopardy Pavlovs
Abode Of Snow,the Himalayas,3,Jeopardy Pavlovs
Abraham Lincoln,the Gettysburg Address,3,Jeopardy Pavlovs
"Absalom, Absalom",William Faulkner,4,Jeopardy Pavlovs
Absecon Island,Atlantic City,3,Jeopardy Pavlovs
Absent-minded Professor,Flubber,3,Jeopardy Pavlovs
Absolute Zero,Lord Kelvin,4,Jeopardy Pavlovs
Abstract Expressionist,Jackson Pollock,5,Jeopardy Pavlovs
Abu Dhabi,the United Arab Emirates,9,Jeopardy Pavlovs
Abu Simbel,Ramses II,3,Jeopardy Pavlovs
Abundant Metal,Aluminum,3,Jeopardy Pavlovs
Ace Ventura,Jim Carrey,4,Jeopardy Pavlovs
Achy Breaky Heart,Billy Ray Cyrus,3,Jeopardy Pavlovs
Acid Queen,Tina Turner,4,Jeopardy Pavlovs
Act Iii,Julius Caesar,3,Jeopardy Pavlovs
Action Figure,G.I. Joe,4,Jeopardy Pavlovs
Acton Bell,Anne Brontė,3,Jeopardy Pavlovs
Adam Bede,George Eliot,5,Jeopardy Pavlovs
Adam Dalgliesh,P.D. James,3,Jeopardy Pavlovs
Adam Duritz,the Counting Crows,4,Jeopardy Pavlovs
Adam Levine,Maroon 5,3,Jeopardy Pavlovs
Adam Smith,The Wealth of Nations,3,Jeopardy Pavlovs
Adam Trask,East of Eden,3,Jeopardy Pavlovs
Addams Family,Uncle Fester,3,Jeopardy Pavlovs
Adding Machine,William S. Burroughs,4,Jeopardy Pavlovs
Addis Ababa,Ethiopia,6,Jeopardy Pavlovs
Adelie Species,Penguin,3,Jeopardy Pavlovs
Adlai Stevenson,Dwight D. Eisenhower,3,Jeopardy Pavlovs
Admiral Of The Indian,Vasco Da Gama,3,Jeopardy Pavlovs
Admiralty Inlet,Puget Sound,3,Jeopardy Pavlovs
African Animal,the giraffe,3,Jeopardy Pavlovs
African Bird,the ostrich,4,Jeopardy Pavlovs
African Capital,Algiers,3,Jeopardy Pavlovs
African Dog,Basenji,3,Jeopardy Pavlovs
African Game Trails,Theodore Roosevelt,3,Jeopardy Pavlovs
African Island,Madagascar,8,Jeopardy Pavlovs
African Language,Swahili,3,Jeopardy Pavlovs
African Mainland,Madagascar,3,Jeopardy Pavlovs
African Pig,Warthog,3,Jeopardy Pavlovs
African Safari,Ernest Hemingway,3,Jeopardy Pavlovs
African Waterfall,Victoria Falls,5,Jeopardy Pavlovs
African-american Holiday,Kwanzaa,4,Jeopardy Pavlovs
Afrika Korps,Erwin Rommel,3,Jeopardy Pavlovs
Against Life,an antibiotic,3,Jeopardy Pavlovs
Agent J,Men in Black,4,Jeopardy Pavlovs
Agent K,Men in Black,3,Jeopardy Pavlovs
Ahura Mazda,Zoroastrianism,4,Jeopardy Pavlovs
Ain't Heard Nothin',The Jazz Singer,3,Jeopardy Pavlovs
Ain't Misbehavin,Fats Waller,3,Jeopardy Pavlovs
Air Brake,George Westinghouse,3,Jeopardy Pavlovs
Air Power,Billy Mitchell,3,Jeopardy Pavlovs
Air Pressure,a barometer,3,Jeopardy Pavlovs
Air Sacs,the alveoli,5,Jeopardy Pavlovs
Aircraft Carrier,Enterprise,4,Jeopardy Pavlovs
Al Gore,Bill Bradley,3,Jeopardy Pavlovs
Ala Moana,Honolulu,4,Jeopardy Pavlovs
Alabama Governor,George Wallace,3,Jeopardy Pavlovs
Alan Ball,Six Feet Under,3,Jeopardy Pavlovs
Alan Brady,The Dick Van Dyke Show,3,Jeopardy Pavlovs
Alan Paton's,South Africa,3,Jeopardy Pavlovs
Alan Shore,Boston Legal,3,Jeopardy Pavlovs
Aland Islands,the Gulf of Bothnia,3,Jeopardy Pavlovs
Alanis Morissette,Jagged Little Pill,4,Jeopardy Pavlovs
Alaskan City,Anchorage,3,Jeopardy Pavlovs
Alaskan Island,the Aleutians,3,Jeopardy Pavlovs
Albert Ii,Belgium,3,Jeopardy Pavlovs
Alberta City,Calgary,4,Jeopardy Pavlovs
Album Cover,Abbey Road,4,Jeopardy Pavlovs
Aldous Huxley,Brave New World,9,Jeopardy Pavlovs
Alec Baldwin,Kim Basinger,4,Jeopardy Pavlovs
Aleutian Islands,the Bering Sea,3,Jeopardy Pavlovs
Alex Cross,James Patterson,7,Jeopardy Pavlovs
Alex Haley,Malcolm X,4,Jeopardy Pavlovs
Alex P Keaton,Michael J. Fox,3,Jeopardy Pavlovs
Alexander Dubcek,Czechoslovakia,3,Jeopardy Pavlovs
Alexander Fleming,Penicillin,5,Jeopardy Pavlovs
Alexander Hamilton,Aaron Burr,7,Jeopardy Pavlovs
Alexander III,Nicholas II,3,Jeopardy Pavlovs
Alexander Portnoy,Philip Roth,3,Jeopardy Pavlovs
Alexander Selkirk,Robinson Crusoe,4,Jeopardy Pavlovs
Alexander The Great,the Gordian knot,3,Jeopardy Pavlovs
Alexandrian Astronomer,Ptolemy,3,Jeopardy Pavlovs
Alexis Carrel,Charles Lindbergh,3,Jeopardy Pavlovs
Alfred Douglas,Oscar Wilde,3,Jeopardy Pavlovs
Alfred Uhry,Driving Miss Daisy,3,Jeopardy Pavlovs
Alger Hiss,Whittaker Chambers,3,Jeopardy Pavlovs
Algonquin Round Table,Dorothy Parker,3,Jeopardy Pavlovs
Algonquin Wit,Dorothy Parker,3,Jeopardy Pavlovs
Alice In Wonderland,the Cheshire Cat,4,Jeopardy Pavlovs
Alice Liddell,Lewis Carroll,3,Jeopardy Pavlovs
Alice Springs,Australia,3,Jeopardy Pavlovs
Alice Walker,The Color Purple,10,Jeopardy Pavlovs
Alicia Silverstone,Clueless,6,Jeopardy Pavlovs
Alien Invasion,Independence Day,4,Jeopardy Pavlovs
All I Wanna Do,Sheryl Crow,7,Jeopardy Pavlovs
All My Children,Kelly Ripa,3,Jeopardy Pavlovs
All Saints' Day,Halloween,3,Jeopardy Pavlovs
All The King's Men,Robert Penn Warren,9,Jeopardy Pavlovs
All The Pretty Horses,Cormac McCarthy,4,Jeopardy Pavlovs
Allegheny County,Pittsburgh,3,Jeopardy Pavlovs
Allen Funt,Candid Camera,3,Jeopardy Pavlovs
Allergic Reaction,anaphylactic,3,Jeopardy Pavlovs
Alligator Pear,Avocado,3,Jeopardy Pavlovs
Ally McBeal,Lucy Liu,3,Jeopardy Pavlovs
Alma Mater,Harvard,3,Jeopardy Pavlovs
Almond Paste,Marzipan,4,Jeopardy Pavlovs
Alphabet Mysteries,Sue Grafton,3,Jeopardy Pavlovs
Alpine Country,Switzerland,3,Jeopardy Pavlovs
Alpine Lake,Lake Geneva,5,Jeopardy Pavlovs
Alpine Peak,Mont Blanc,7,Jeopardy Pavlovs
Aluminum Ore,Bauxite,3,Jeopardy Pavlovs
Alvaro Uribe,Colombia,3,Jeopardy Pavlovs
Amandine Aurore,George Sand,3,Jeopardy Pavlovs
Amateur Athlete,the Sullivan Award,3,Jeopardy Pavlovs
Amateur Golf Trophy,Dwight D. Eisenhower,3,Jeopardy Pavlovs
Ambassador Hotel,Robert F. Kennedy,4,Jeopardy Pavlovs
Amc Show,The Walking Dead,4,Jeopardy Pavlovs
America Singing,Walt Whitman,3,Jeopardy Pavlovs
America's Cup,Stars & Stripes,3,Jeopardy Pavlovs
America's Dairyland,Wisconsin,5,Jeopardy Pavlovs
America's Junior Miss,Diane Sawyer,3,Jeopardy Pavlovs
America's Sweetheart,Mary Pickford,4,Jeopardy Pavlovs
American Artist,Winslow Homer,3,Jeopardy Pavlovs
American Aviator,Charles Lindbergh,3,Jeopardy Pavlovs
American Beauty,Kevin Spacey,5,Jeopardy Pavlovs
American Bison,the beefalo,3,Jeopardy Pavlovs
American Buffalo,David Mamet,4,Jeopardy Pavlovs
American Folk,Grandma Moses,3,Jeopardy Pavlovs
American Fur Company,John Jacob Astor,3,Jeopardy Pavlovs
American Gigolo,Richard Gere,4,Jeopardy Pavlovs
American Gothic,Grant Wood,9,Jeopardy Pavlovs
American Hero,Charles Lindbergh,4,Jeopardy Pavlovs
American Impressionist,Mary Cassatt,6,Jeopardy Pavlovs
American Independent Party,George Wallace,3,Jeopardy Pavlovs
American Motors,the Gremlin,3,Jeopardy Pavlovs
American Museum,P.T. Barnum,3,Jeopardy Pavlovs
American Naval,John Paul Jones,3,Jeopardy Pavlovs
American Opera,Porgy and Bess,3,Jeopardy Pavlovs
American Pianist,Van Cliburn,3,Jeopardy Pavlovs
American Pie,Don McLean,3,Jeopardy Pavlovs
American Samoa,Pago Pago,5,Jeopardy Pavlovs
American Southwest,Gila monster,4,Jeopardy Pavlovs
American Theatre,Helen Hayes,4,Jeopardy Pavlovs
American Traitor,Benedict Arnold,4,Jeopardy Pavlovs
American West,Remington,3,Jeopardy Pavlovs
Amino Acid,tryptophan,4,Jeopardy Pavlovs
Amino Acids,Proteins,4,Jeopardy Pavlovs
Amount Of Water Vapor,the humidity,3,Jeopardy Pavlovs
Amusement Park Ride,the Ferris wheel,3,Jeopardy Pavlovs
Amy Adams,Enchanted,3,Jeopardy Pavlovs
Amy Irving,Steven Spielberg,3,Jeopardy Pavlovs
Amy Tan,The Joy Luck Club,5,Jeopardy Pavlovs
An American Daughter,Wendy Wasserstein,3,Jeopardy Pavlovs
An American In Paris,George Gershwin,3,Jeopardy Pavlovs
An American Tragedy,Theodore Dreiser,4,Jeopardy Pavlovs
An Enemy of the People,Henrik Ibsen,6,Jeopardy Pavlovs
An Episode of the American Civil War,The Red Badge of Courage,3,Jeopardy Pavlovs
An Essay Concerning Human Understanding,John Locke,4,Jeopardy Pavlovs
An Essay on Man,Alexander Pope,4,Jeopardy Pavlovs
An Unmarried Woman,Jill Clayburgh,3,Jeopardy Pavlovs
An iron hand in,A velvet glove,3,Jeopardy Pavlovs
Anais Nin,Henry Miller,3,Jeopardy Pavlovs
Analytic Geometry,Rene Descartes,3,Jeopardy Pavlovs
Anastasio Somoza,Nicaragua,3,Jeopardy Pavlovs
Anatomy Lesson Of Dr Tulp,Rembrandt,3,Jeopardy Pavlovs
Anchor Bar,Buffalo wings,3,Jeopardy Pavlovs
Ancient City,Babylon,3,Jeopardy Pavlovs
Ancient Egyptians,Papyrus,3,Jeopardy Pavlovs
Ancient Empire,the Roman Empire,4,Jeopardy Pavlovs
Ancient Language Of India,Sanskrit,4,Jeopardy Pavlovs
Ancient People,the Egyptians,6,Jeopardy Pavlovs
Ancient Region,Mesopotamia,3,Jeopardy Pavlovs
Ancient Religion,Zoroastrianism,3,Jeopardy Pavlovs
Andre Braugher,Homicide: Life on the Street,3,Jeopardy Pavlovs
Andrea Del Sarto,Robert Browning,3,Jeopardy Pavlovs
Andrew Jackson,Memphis,4,Jeopardy Pavlovs
Andrew Johnson,Tennessee,6,Jeopardy Pavlovs
Andy Kaufman,Man on the Moon,4,Jeopardy Pavlovs
Andy Warhol,Interview,4,Jeopardy Pavlovs
Angels And Demons,Dan Brown,3,Jeopardy Pavlovs
Angkor Thom,Cambodia,3,Jeopardy Pavlovs
Angkor Wat,Cambodia,4,Jeopardy Pavlovs
Angus T Jones,Two and a Half Men,4,Jeopardy Pavlovs
Animal House,John Belushi,3,Jeopardy Pavlovs
Animal Vegetable Or Mineral,Twenty Questions,3,Jeopardy Pavlovs
Animated Character Called,Mountain Dew,3,Jeopardy Pavlovs
Animated Film,The Incredibles,3,Jeopardy Pavlovs
Animated Series,The Simpsons,3,Jeopardy Pavlovs
Anita Loos,Gentlemen Prefer Blondes,3,Jeopardy Pavlovs
Ann Arbor,the University of Michigan,8,Jeopardy Pavlovs
Ann Rutledge,Abraham Lincoln,4,Jeopardy Pavlovs
Anna Christie,Greta Garbo,3,Jeopardy Pavlovs
Anna Karenina,Leo Tolstoy,4,Jeopardy Pavlovs
Anna Sewell,Black Beauty,10,Jeopardy Pavlovs
Annabel Lee,Edgar Allan Poe,3,Jeopardy Pavlovs
Anne Boleyn,Henry VIII,3,Jeopardy Pavlovs
Anne Morrow,Charles Lindbergh,5,Jeopardy Pavlovs
Anne Murray,Snowbird,3,Jeopardy Pavlovs
Anne Rampling,Anne Rice,3,Jeopardy Pavlovs
Anne Sullivan,Helen Keller,9,Jeopardy Pavlovs
Annette O'Toole,Smallville,3,Jeopardy Pavlovs
Annie Hall,Diane Keaton,6,Jeopardy Pavlovs
Annie Oakley,Annie Get Your Gun,3,Jeopardy Pavlovs
Another Brick In The Wall,Pink Floyd,4,Jeopardy Pavlovs
Another Day In Paradise,Phil Collins,3,Jeopardy Pavlovs
Another Name,Quicksilver,3,Jeopardy Pavlovs
Antelope Island,the Great Salt Lake,6,Jeopardy Pavlovs
Anthology Series,The Twilight Zone,3,Jeopardy Pavlovs
Anthony Burgess,A Clockwork Orange,5,Jeopardy Pavlovs
Anthony Kiedis,the Red Hot Chili Peppers,5,Jeopardy Pavlovs
Anthony Quinn,Paul Gauguin,3,Jeopardy Pavlovs
Antiseptic Surgery,Joseph Lister,6,Jeopardy Pavlovs
Antiwar Novel,All Quiet on the Western Front,3,Jeopardy Pavlovs
Antoine De Saint-exupery,The Little Prince,4,Jeopardy Pavlovs
Antonia Novello,Surgeon General,3,Jeopardy Pavlovs
Antonio Banderas,Melanie Griffith,3,Jeopardy Pavlovs
Antonio Salieri,Amadeus,3,Jeopardy Pavlovs
Antosha Chekhonte,Anton Chekhov,3,Jeopardy Pavlovs
Apache Leader,Geronimo,5,Jeopardy Pavlovs
Apache Warrior,Geronimo,3,Jeopardy Pavlovs
Apollo 11,Neil Armstrong,3,Jeopardy Pavlovs
Apollo 13,Ron Howard,3,Jeopardy Pavlovs
Appalachian Spring,Aaron Copland,6,Jeopardy Pavlovs
Appendix Out,Madeline,3,Jeopardy Pavlovs
Appetite For Destruction,Guns N' Roses,3,Jeopardy Pavlovs
Apple Off,William Tell,3,Jeopardy Pavlovs
Apricot Jam,Sachertorte,3,Jeopardy Pavlovs
April 11 1951,Douglas MacArthur,3,Jeopardy Pavlovs
April 12 1945,Harry Truman,3,Jeopardy Pavlovs
April 12 1961,Yuri Gagarin,6,Jeopardy Pavlovs
April 14 1861,Fort Sumter,3,Jeopardy Pavlovs
April 14 1865,John Wilkes Booth,3,Jeopardy Pavlovs
17-Apr,the Bay of Pigs,3,Jeopardy Pavlovs
April 19 1775,Concord,3,Jeopardy Pavlovs
April 22 1970,Earth Day,3,Jeopardy Pavlovs
26-Apr,Chernobyl,3,Jeopardy Pavlovs
April 29 1986,Duke Ellington,3,Jeopardy Pavlovs
April 3 1882,Jesse James,3,Jeopardy Pavlovs
April 30 1812,Louisiana,3,Jeopardy Pavlovs
April 30 1900,Casey Jones,3,Jeopardy Pavlovs
8-Apr,Hank Aaron,3,Jeopardy Pavlovs
Apsley House,the Duke of Wellington,3,Jeopardy Pavlovs
Aquatic Mammal,the manatee,3,Jeopardy Pavlovs
Arabian Nights,Aladdin,3,Jeopardy Pavlovs
Arch Street,Betsy Ross,4,Jeopardy Pavlovs
Arctic Circle,Great Bear Lake,3,Jeopardy Pavlovs
Aretha Franklin,Respect,4,Jeopardy Pavlovs
Argentine Capital,Buenos Aires,3,Jeopardy Pavlovs
Argentine City,Buenos Aires,4,Jeopardy Pavlovs
Aristotle Contemplating The Bust Of Homer,Rembrandt,4,Jeopardy Pavlovs
Arizona Capital,Phoenix,4,Jeopardy Pavlovs
Arizona City,Tombstone,4,Jeopardy Pavlovs
Arizona Natural Wonder,the Grand Canyon,3,Jeopardy Pavlovs
Arizona Senator,John McCain,4,Jeopardy Pavlovs
Arizona Town,Tombstone,6,Jeopardy Pavlovs
Arkansas Capital,Little Rock,4,Jeopardy Pavlovs
Arkansas Park,Hot Springs,3,Jeopardy Pavlovs
Arlington House,Robert E. Lee,3,Jeopardy Pavlovs
Arm Lizard,Brachiosaurus,3,Jeopardy Pavlovs
Arm Playing Polo,Prince Charles,3,Jeopardy Pavlovs
Armistice Day,Veterans Day,5,Jeopardy Pavlovs
Armored Mammal,Armadillo,3,Jeopardy Pavlovs
Arms And The Man,George Bernard Shaw,6,Jeopardy Pavlovs
Army Medical,Walter Reed,5,Jeopardy Pavlovs
Army Of The Potomac,George McClellan,3,Jeopardy Pavlovs
Army Wives,Lifetime,3,Jeopardy Pavlovs
Arno River,Florence,3,Jeopardy Pavlovs
Arnold Schwarzenegger,Austria,4,Jeopardy Pavlovs
Art Deco,the Chrysler Building,9,Jeopardy Pavlovs
Art Garfunkel,Paul Simon,4,Jeopardy Pavlovs
Art Institute,Chicago,6,Jeopardy Pavlovs
Art Is A Jealous,a mistress,3,Jeopardy Pavlovs
Art Nouveau,Tiffany,4,Jeopardy Pavlovs
Art Of Flower Arranging,Ikebana,3,Jeopardy Pavlovs
Art Of French Cooking,Julia Child,4,Jeopardy Pavlovs
Art Of War,Sun Tzu,3,Jeopardy Pavlovs
